1	16	3	13	2	15	4	10	5	14	6	9	7	12	8	11	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
10531	10866	11934	10744	20622	8534.099609375	17249	24011	10733	20952	22523	11045	16964	17230	11692	12430	-1	2	2	2	2.7	2.7	2.7	94.495	0	6.311	99868000	4	Q9EQJ0;Q9EQJ0-2	Q9EQJ0;Q9EQJ0-2	Two pore calcium channel protein 1	Tpcn1	7870	sp|Q9EQJ0|TPC1_MOUSE Two pore calcium channel protein 1 OS=Mus musculus OX=10090 GN=Tpcn1 PE=1 SV=1;sp|Q9EQJ0-2|TPC1_MOUSE Isoform 2 of Two pore calcium channel protein 1 OS=Mus musculus OX=10090 GN=Tpcn1
292050	257910	344560	236100	281390	252420	290930	335500	184790	346250	344200	287410	299940	350660	200520	376190	-1	29	29	28	24.3	24.3	23.8	161.67	0	323.31	822380000	17	Q9EQJ9;Q9EQJ9-2	Q9EQJ9;Q9EQJ9-2	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3	Magi3	7871	sp|Q9EQJ9|MAGI3_MOUSE Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 OS=Mus musculus OX=10090 GN=Magi3 PE=1 SV=2;sp|Q9EQJ9-2|MAGI3_MOUSE Isoform 2 of Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3
6880300	1939200	5524000	4473400	6532400	3622100	3362500	6530200	4534500	5142300	5361700	6747800	5837600	3253700	1976300	5392900	-1	40	40	40	45.2	45.2	45.2	95.923	0	241.04	18794000000	61	Q9EQK5	Q9EQK5	Major vault protein	Mvp	7872	sp|Q9EQK5|MVP_MOUSE Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=4
7451.89990234375	4599.5	10620	6609.60009765625	15682	3622	8720.599609375	12622	4646.7998046875	9500	10439	9506.2998046875	8353.2001953125	12559	4505.2001953125	10708	-1	1	1	1	6.4	6.4	6.4	31.79	0	2.9845	42361000	2	Q9EQK7	Q9EQK7	Protein-S-isoprenylcysteine O-methyltransferase	Icmt	7873	sp|Q9EQK7|ICMT_MOUSE Protein-S-isoprenylcysteine O-methyltransferase OS=Mus musculus OX=10090 GN=Icmt PE=2 SV=2
94515	50264	85134	54272	116090	44349	107420	118850	44220	98651	106430	95090	67587	91701	46686	90398	-1	12	12	12	17.9	17.9	17.9	86.32	0	323.31	199790000	6	Q9EQM6	Q9EQM6	Microprocessor complex subunit DGCR8	Dgcr8	7874	sp|Q9EQM6|DGCR8_MOUSE Microprocessor complex subunit DGCR8 OS=Mus musculus OX=10090 GN=Dgcr8 PE=1 SV=2
252350	175070	253790	241480	221480	188840	155580	199370	236510	254110	243040	262570	310210	169730	167200	229910	-1	11	11	9	38.2	38.2	33.1	39.978	0	91.822	318720000	7	Q9EQN3	Q9EQN3	TSC22 domain family protein 4	Tsc22d4	7875	sp|Q9EQN3|T22D4_MOUSE TSC22 domain family protein 4 OS=Mus musculus OX=10090 GN=Tsc22d4 PE=1 SV=2
7919.2998046875	5840.39990234375	9617.400390625	3650.60009765625	4341.7998046875	6811.2998046875	10709	2854.39990234375	3791	2837.89990234375	4085.10009765625	7034.7001953125	9183	9652.400390625	5740.89990234375	10288	-1	6	6	4	9.6	9.6	7.6	55.676	0	44.488	19136000	1	Q9EQN9;Q9EQN9-2	Q9EQN9;Q9EQN9-2		Slc19a2	7876	sp|Q9EQN9|S19A2_MOUSE Thiamine transporter 1 OS=Mus musculus OX=10090 GN=Slc19a2 PE=1 SV=1;sp|Q9EQN9-2|S19A2_MOUSE Isoform 2 of Thiamine transporter 1 OS=Mus musculus OX=10090 GN=Slc19a2
1383400	1089500	758430	1056800	957140	696560	1155300	935690	1158000	1155800	1245500	1104600	1088700	1059600	1062300	679900	-1	17	16	15	33.5	31.6	29.6	61.48	0	113.75	2854500000	18	Q9EQP2	Q9EQP2	EH domain-containing protein 4	Ehd4	7877	sp|Q9EQP2|EHD4_MOUSE EH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ehd4 PE=1 SV=1
97582	85744	107730	79447	150200	73626	126920	164170	67516	152190	161980	103890	95835	135070	77810	120100	-1	3	3	3	7.5	7.5	7.5	54.097	0	7.5646	131660000	3	Q9EQQ0	Q9EQQ0	Histone-lysine N-methyltransferase SUV39H2	Suv39h2	7878	sp|Q9EQQ0|SUV92_MOUSE Histone-lysine N-methyltransferase SUV39H2 OS=Mus musculus OX=10090 GN=Suv39h2 PE=1 SV=1
1701200	1096400	1715300	1085100	2253300	944910	2095100	2464900	963940	1722300	2057100	1682700	1480700	2101900	1137000	1650500	-1	2	2	2	8.2	8.2	8.2	27.873	0	17.425	1666900000	4	Q9EQQ2	Q9EQQ2	Protein YIPF5	Yipf5	7879	sp|Q9EQQ2|YIPF5_MOUSE Protein YIPF5 OS=Mus musculus OX=10090 GN=Yipf5 PE=1 SV=1
684090	366480	655450	530700	638440	411910	491690	575380	488960	626960	684120	616130	749110	346110	411780	541160	-1	11	11	11	16.8	16.8	16.8	107.39	0	323.31	1899500000	13	Q9EQQ9-3;Q9EQQ9;Q9EQQ9-2	Q9EQQ9-3;Q9EQQ9	Protein O-GlcNAcase	Mgea5	7880	sp|Q9EQQ9-3|OGA_MOUSE Isoform 3 of Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Oga;sp|Q9EQQ9|OGA_MOUSE Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Oga PE=1 SV=2
190900	134640	253170	129260	240590	145580	232320	232770	133390	190260	211890	165980	255130	167240	126460	191650	-1	5	5	5	56.3	56.3	56.3	11.97	0	13.938	640390000	6	Q9EQS3	Q9EQS3	C-Myc-binding protein	Mycbp	7882	sp|Q9EQS3|MYCBP_MOUSE c-Myc-binding protein OS=Mus musculus OX=10090 GN=Mycbp PE=1 SV=5
6187.39990234375	4885.7001953125	14290	11973	11414	15862	5430.39990234375	11442	11944	8950	10818	8688.7998046875	22339	6420.60009765625	3311.10009765625	18708	-1	5	5	5	4.9	4.9	4.9	134.76	0	19.757	44366000	4	Q9EQS9;Q9EQS9-2;Q9EQS9-3	Q9EQS9;Q9EQS9-2;Q9EQS9-3	Immunoglobulin superfamily DCC subclass member 4	Igdcc4	7883	sp|Q9EQS9|IGDC4_MOUSE Immunoglobulin superfamily DCC subclass member 4 OS=Mus musculus OX=10090 GN=Igdcc4 PE=2 SV=1;sp|Q9EQS9-2|IGDC4_MOUSE Isoform 2 of Immunoglobulin superfamily DCC subclass member 4 OS=Mus musculus OX=10090 GN=Igdcc4;sp|Q9EQS9-3|IGDC4_M
4144000	2205800	3984000	4612300	3590700	3067900	3266900	3281400	4025100	5402100	5540500	4079200	5962500	2694900	2470900	3527200	-1	13	13	13	33.6	33.6	33.6	33.377	0	72.125	18513000000	20	Q9EQU5;Q9EQU5-2;Q9EQU5-3	Q9EQU5;Q9EQU5-2	Protein SET	Set	7884	sp|Q9EQU5|SET_MOUSE Protein SET OS=Mus musculus OX=10090 GN=Set PE=1 SV=1;sp|Q9EQU5-2|SET_MOUSE Isoform 2 of Protein SET OS=Mus musculus OX=10090 GN=Set
247860	149270	222840	207040	267490	193470	170310	285160	208380	276010	274360	265040	259320	169590	133540	218180	-1	11	11	11	8.1	8.1	8.1	195.81	0	97.076	301460000	8	Q9EQW7	Q9EQW7	Kinesin-like protein KIF13A	Kif13a	7885	sp|Q9EQW7|KI13A_MOUSE Kinesin-like protein KIF13A OS=Mus musculus OX=10090 GN=Kif13a PE=1 SV=1
40298	536850	117000	43919	176170	99506	715800	164450	26576	330810	271220	33979	151940	409170	509090	84983	-1	6	6	6	40	40	40	17.024	0	12.932	555100000	10	Q9EQX4	Q9EQX4	Allograft inflammatory factor 1-like	Aif1l	7886	sp|Q9EQX4|AIF1L_MOUSE Allograft inflammatory factor 1-like OS=Mus musculus OX=10090 GN=Aif1l PE=1 SV=1
160060	145620	140560	375020	193280	260810	110390	401620	169160	655920	529440	447480	291450	327760	176710	366490	-1	5	5	5	5.9	5.9	5.9	110.18	0	3.9537	807440000	4	Q9EQY0;Q9EQY0-2	Q9EQY0	Serine/threonine-protein kinase/endoribonuclease IRE1;Serine/threonine-protein kinase;Endoribonuclease	Ern1	7887	sp|Q9EQY0|ERN1_MOUSE Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Mus musculus OX=10090 GN=Ern1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	1.2	1.2	1.2	146.79	0	35.446	0	0	Q9EQZ7-3;Q9EQZ7	Q9EQZ7-3;Q9EQZ7	Regulating synaptic membrane exocytosis protein 2	Rims2	7888	sp|Q9EQZ7-3|RIMS2_MOUSE Isoform 3 of Regulating synaptic membrane exocytosis protein 2 OS=Mus musculus OX=10090 GN=Rims2;sp|Q9EQZ7|RIMS2_MOUSE Regulating synaptic membrane exocytosis protein 2 OS=Mus musculus OX=10090 GN=Rims2 PE=1 SV=1
684370	406870	647790	405320	875000	455460	795560	859270	424540	618270	624810	638290	565440	706230	368420	683040	-1	6	6	6	25.5	25.5	25.5	31.195	0	15.266	2100000000	7	Q9ER00	Q9ER00	Syntaxin-12	Stx12	7889	sp|Q9ER00|STX12_MOUSE Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1
139880	96503	226540	104950	126450	127680	172940	146370	96965	86076	100570	156970	224920	163590	70391	221960	-1	7	7	7	19.5	19.5	19.5	43.813	0	52.51	581920000	7	Q9ER38	Q9ER38	Torsin-3A	Tor3a	7890	sp|Q9ER38|TOR3A_MOUSE Torsin-3A OS=Mus musculus OX=10090 GN=Tor3a PE=1 SV=2
353240	246930	297420	335910	437420	225780	398860	488230	278090	481990	456530	354790	359030	344700	218610	324620	-1	3	3	3	9.6	9.6	9.6	37.829	0	8.0442	286230000	4	Q9ER39	Q9ER39	Torsin-1A	Tor1a	7891	sp|Q9ER39|TOR1A_MOUSE Torsin-1A OS=Mus musculus OX=10090 GN=Tor1a PE=1 SV=1
412640	190160	392820	296260	523330	176030	465130	541670	260630	443490	463140	422030	360590	372500	181790	417070	-1	3	3	3	13.4	13.4	13.4	37.817	0	14.769	882570000	4	Q9ER41	Q9ER41	Torsin-1B	Tor1b	7892	sp|Q9ER41|TOR1B_MOUSE Torsin-1B OS=Mus musculus OX=10090 GN=Tor1b PE=1 SV=2
7622	8791.099609375	4192.2001953125	5838.39990234375	1144.30004882813	3781.30004882813	9815.599609375	1107.69995117188	7384.2001953125	4268.60009765625	3038.10009765625	7573.7001953125	6473.39990234375	5558.2998046875	9791.2998046875	3647	-1	1	1	1	7.8	7.8	7.8	20.226	0	3.395	21922000	1	Q9ER62-2;Q9ER62	Q9ER62-2;Q9ER62	Tumor necrosis factor receptor superfamily member 22	Tnfrsf22	7893	sp|Q9ER62-2|TNR22_MOUSE Isoform 2 of Tumor necrosis factor receptor superfamily member 22 OS=Mus musculus OX=10090 GN=Tnfrsf22;sp|Q9ER62|TNR22_MOUSE Tumor necrosis factor receptor superfamily member 22 OS=Mus musculus OX=10090 GN=Tnfrsf22 PE=2 SV=3
279930	159710	188440	261970	130560	165550	242390	114800	257500	139610	132970	281190	275470	177440	173070	195590	-1	2	2	2	15.3	15.3	15.3	19.594	0	4.5609	352250000	3	Q9ER63	Q9ER63	Tumor necrosis factor receptor superfamily member 23	Tnfrsf23	7894	sp|Q9ER63|TNR23_MOUSE Tumor necrosis factor receptor superfamily member 23 OS=Mus musculus OX=10090 GN=Tnfrsf23 PE=2 SV=2
147110	103810	158220	148410	125990	127210	165290	146050	129620	158520	160210	159940	205250	152620	111990	172530	-1	15	15	14	20.9	20.9	19.6	98.921	0	323.31	591110000	6	Q9ER64	Q9ER64	Oxysterol-binding protein-related protein 5	Osbpl5	7895	sp|Q9ER64|OSBL5_MOUSE Oxysterol-binding protein-related protein 5 OS=Mus musculus OX=10090 GN=Osbpl5 PE=1 SV=3
271780	193680	327860	214810	457310	190730	387420	414750	222570	445540	463640	255840	375980	301330	190060	321620	-1	15	15	15	43.4	43.4	43.4	44.176	0	280.55	847230000	13	Q9ER69;Q9ER69-2	Q9ER69;Q9ER69-2	Pre-mRNA-splicing regulator WTAP	Wtap	7896	sp|Q9ER69|FL2D_MOUSE Pre-mRNA-splicing regulator WTAP OS=Mus musculus OX=10090 GN=Wtap PE=1 SV=3;sp|Q9ER69-2|FL2D_MOUSE Isoform 2 of Pre-mRNA-splicing regulator WTAP OS=Mus musculus OX=10090 GN=Wtap
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	2	2	14	8.9	8.9	23.766	0	305.12	0	0	Q9ER71;Q9ER71-2	Q9ER71	Rho-related GTP-binding protein RhoJ	Rhoj	7897	sp|Q9ER71|RHOJ_MOUSE Rho-related GTP-binding protein RhoJ OS=Mus musculus OX=10090 GN=Rhoj PE=1 SV=2
3602100	1069800	2307500	1707300	2843200	1247400	1854600	2577300	1721300	1718000	2083900	3179100	2080500	1502300	1077000	2087900	-1	32	32	32	40.7	40.7	40.7	94.859	0	323.31	5572800000	34	Q9ER72;Q9ER72-2	Q9ER72;Q9ER72-2	Cysteine--tRNA ligase, cytoplasmic	Cars	7898	sp|Q9ER72|SYCC_MOUSE Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2;sp|Q9ER72-2|SYCC_MOUSE Isoform 2 of Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1
338920	138180	268790	204220	336210	152400	207750	312990	222440	252490	289260	314660	269140	175230	135230	218680	-1	8	8	8	22.7	22.7	22.7	46.325	0	125.15	462880000	11	Q9ER73	Q9ER73	Elongator complex protein 4	Elp4	7899	sp|Q9ER73|ELP4_MOUSE Elongator complex protein 4 OS=Mus musculus OX=10090 GN=Elp4 PE=1 SV=2
28996	107600	266230	16751	14005	145170	62067	32915	20476	32324	29177	42609	228720	119860	55383	295950	-1	7	7	7	26.5	26.5	26.5	28.391	0	34.878	117410000	5	Q9ER80	Q9ER80	Receptor-transporting protein 4	Rtp4	7900	sp|Q9ER80|RTP4_MOUSE Receptor-transporting protein 4 OS=Mus musculus OX=10090 GN=Rtp4 PE=1 SV=1
48093	32527	91115	31334	50400	52704	75661	40803	25187	41511	47231	48822	76047	54550	46270	73835	-1	3	3	3	23.7	23.7	23.7	15.278	0	7.7518	211060000	4	Q9ER81	Q9ER81	Torsin-1A-interacting protein 2, isoform IFRG15	Tor1aip2	7901	sp|Q9ER81|IFG15_MOUSE Torsin-1A-interacting protein 2, isoform IFRG15 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1
1029400	891650	1127200	784260	1496500	628740	1623700	1489100	820810	1448800	1551000	978750	1085100	1450500	977260	1107300	-1	10	10	10	25.6	25.6	25.6	44.699	0	58.817	2015000000	12	Q9ER88;Q9ER88-2	Q9ER88;Q9ER88-2	28S ribosomal protein S29, mitochondrial	Dap3	7902	sp|Q9ER88|RT29_MOUSE 28S ribosomal protein S29, mitochondrial OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1;sp|Q9ER88-2|RT29_MOUSE Isoform 2 of 28S ribosomal protein S29, mitochondrial OS=Mus musculus OX=10090 GN=Dap3
28245	16685	22470	24286	23071	14646	21564	24510	19619	30720	32215	24743	27765	18505	13624	25406	-1	3	2	2	8.4	4.8	4.8	56.903	0	3.4139	79338000	2	Q9ERA0-3;Q9ERA0;Q9ERA0-2	Q9ERA0-3;Q9ERA0;Q9ERA0-2	Alpha-globin transcription factor CP2	Tfcp2	7903	sp|Q9ERA0-3|TFCP2_MOUSE Isoform 3 of Alpha-globin transcription factor CP2 OS=Mus musculus OX=10090 GN=Tfcp2;sp|Q9ERA0|TFCP2_MOUSE Alpha-globin transcription factor CP2 OS=Mus musculus OX=10090 GN=Tfcp2 PE=1 SV=1;sp|Q9ERA0-2|TFCP2_MOUSE Isoform 2 of Alpha-
675660	665190	854100	697680	1421900	689530	930490	1384100	664330	1674900	1800100	695950	1090100	824780	641280	963690	-1	26	26	25	37.2	37.2	36.4	96.304	0	323.31	2385000000	28	Q9ERA6	Q9ERA6	Tuftelin-interacting protein 11	Tfip11	7904	sp|Q9ERA6|TFP11_MOUSE Tuftelin-interacting protein 11 OS=Mus musculus OX=10090 GN=Tfip11 PE=1 SV=1
727310	201410	508420	414410	580900	252510	378850	627120	404870	331110	377570	734340	437920	368100	201010	500180	-1	11	11	11	57.7	57.7	57.7	29.572	0	79.874	1106700000	20	Q9ERB0	Q9ERB0	Synaptosomal-associated protein 29	Snap29	7905	sp|Q9ERB0|SNP29_MOUSE Synaptosomal-associated protein 29 OS=Mus musculus OX=10090 GN=Snap29 PE=1 SV=1
36765	8541.400390625	17638	22992	15139	6616.10009765625	16661	14743	23163	10726	15969	42127	11429	13788	8930.2998046875	15868	-1	10	10	10	19.3	19.3	19.3	61.726	0	147.56	14320000	3	Q9ERD6-2;Q9ERD6-4;Q9ERD6;Q9ERD6-3	Q9ERD6-2;Q9ERD6-4;Q9ERD6;Q9ERD6-3	Ras-specific guanine nucleotide-releasing factor RalGPS2	Ralgps2	7906	sp|Q9ERD6-2|RGPS2_MOUSE Isoform 2 of Ras-specific guanine nucleotide-releasing factor RalGPS2 OS=Mus musculus OX=10090 GN=Ralgps2;sp|Q9ERD6-4|RGPS2_MOUSE Isoform 4 of Ras-specific guanine nucleotide-releasing factor RalGPS2 OS=Mus musculus OX=10090 GN=Ralg
1359300	69875	299750	572790	251610	120280	122090	187890	709900	203010	288370	1203300	273400	61651	109700	231130	-1	20	3	3	34.4	5.3	5.3	50.418	0	11.1	588670000	4	Q9ERD7	Q9ERD7	Tubulin beta-3 chain	Tubb3	7907	sp|Q9ERD7|TBB3_MOUSE Tubulin beta-3 chain OS=Mus musculus OX=10090 GN=Tubb3 PE=1 SV=1
1075600	463120	1177300	760240	2185900	567850	1258600	2404800	699080	1614600	1740900	1395600	909470	1127900	512720	1247800	-1	7	7	7	27.2	27.2	27.2	25.206	0	24.247	3938000000	12	Q9ERE7	Q9ERE7	LDLR chaperone MESD	Mesdc2	7908	sp|Q9ERE7|MESD_MOUSE LRP chaperone MESD OS=Mus musculus OX=10090 GN=Mesd PE=1 SV=1
5839.7001953125	5505.39990234375	6217.2998046875	8112.89990234375	14782	7410.2001953125	8114.5	18914	7048.2001953125	18921	21282	7133.60009765625	9299.900390625	6932.7001953125	6165	7520.60009765625	-1	4	4	4	15.2	15.2	15.2	37.786	0	323.31	25859000	2	Q9ERE8	Q9ERE8	Mesoderm development candidate 1	Mesdc1	7909	sp|Q9ERE8|TLRN1_MOUSE Talin rod domain-containing protein 1 OS=Mus musculus OX=10090 GN=Tlnrd1 PE=1 SV=1
1098500	803240	1363100	856800	1499700	924620	1186600	1365400	892960	1457900	1537400	1158000	1522900	1074500	769540	1280800	-1	11	11	10	36.7	36.7	36.4	33.772	0	35.921	2942300000	15	Q9ERF3	Q9ERF3	WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed	Wdr61	7910	sp|Q9ERF3|WDR61_MOUSE WD repeat-containing protein 61 OS=Mus musculus OX=10090 GN=Wdr61 PE=1 SV=1
1737800	1415200	1359900	1794000	1815100	1226800	1443600	1827000	1900900	2346300	2219300	1502600	1672200	1315500	1218000	1404700	-1	53	53	52	57.2	57.2	56.3	84.059	0	323.31	17984000000	43	Q9ERG0;Q9ERG0-2	Q9ERG0;Q9ERG0-2	LIM domain and actin-binding protein 1	Lima1	7911	sp|Q9ERG0|LIMA1_MOUSE LIM domain and actin-binding protein 1 OS=Mus musculus OX=10090 GN=Lima1 PE=1 SV=3;sp|Q9ERG0-2|LIMA1_MOUSE Isoform Alpha of LIM domain and actin-binding protein 1 OS=Mus musculus OX=10090 GN=Lima1
2576700	1795000	2317600	2103600	1690200	1749500	2257900	1707800	2094900	1700100	1738900	2305600	2772900	2047500	1788800	2081800	-1	18	17	16	26.9	26	24.7	87.149	0	323.31	3604200000	13	Q9ERG2	Q9ERG2	Striatin-3	Strn3	7912	sp|Q9ERG2|STRN3_MOUSE Striatin-3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1
11199	2066.80004882813	7683.10009765625	424.100006103516	8927.599609375	456.089996337891	17991	4402.10009765625	400.359985351563	2363.30004882813	4101.89990234375	4108.2998046875	1106.59997558594	8648.2001953125	2770.69995117188	3424.10009765625	-1	1	1	1	4.8	4.8	4.8	44.882	0	25.234	18332000	1	Q9ERH4-2;Q9ERH4	Q9ERH4-2;Q9ERH4	Nucleolar and spindle-associated protein 1	Nusap1	7913	sp|Q9ERH4-2|NUSAP_MOUSE Isoform 2 of Nucleolar and spindle-associated protein 1 OS=Mus musculus OX=10090 GN=Nusap1;sp|Q9ERH4|NUSAP_MOUSE Nucleolar and spindle-associated protein 1 OS=Mus musculus OX=10090 GN=Nusap1 PE=1 SV=1
2921.39990234375	2864.89990234375	2483.39990234375	2662.39990234375	4390	3372.5	3084	1950.09997558594	1841.90002441406	4111.10009765625	2970.69995117188	3002.39990234375	2555.5	1813.40002441406	2063.19995117188	3701.30004882813	-1	2	2	2	1.5	1.5	1.5	130.08	0	74.484	5253300	1	Q9ERH7	Q9ERH7	Homeodomain-interacting protein kinase 3	Hipk3	7914	sp|Q9ERH7|HIPK3_MOUSE Homeodomain-interacting protein kinase 3 OS=Mus musculus OX=10090 GN=Hipk3 PE=1 SV=3
15343	4484.10009765625	4116.7998046875	8314.7998046875	3612.80004882813	1149.69995117188	16110	4541.2998046875	9594.5	2529.60009765625	3444.5	16578	3446.80004882813	10888	6555	3936.39990234375	-1	2	2	1	10.4	10.4	5.9	25.017	0.0060808	1.3884	9169800	1	Q9ERI2	Q9ERI2	Ras-related protein Rab-27A	Rab27a	7915	sp|Q9ERI2|RB27A_MOUSE Ras-related protein Rab-27A OS=Mus musculus OX=10090 GN=Rab27a PE=1 SV=1
436600	169780	456690	217880	672630	175830	536500	617990	197940	538390	614820	401000	377530	373400	216620	409000	-1	6	6	6	23.6	23.6	23.6	46.567	0	72.341	333780000	6	Q9ERI5;Q9ERI5-2	Q9ERI5;Q9ERI5-2	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	Jmjd6	7916	sp|Q9ERI5|JMJD6_MOUSE Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Mus musculus OX=10090 GN=Jmjd6 PE=1 SV=2;sp|Q9ERI5-2|JMJD6_MOUSE Isoform 2 of Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Mus musculus OX=10090 GN=J
315670	361160	452670	291990	294370	362410	483110	332950	279520	359950	344360	302130	572300	496970	314770	433790	-1	8	8	8	31.1	31.1	31.1	36.365	0	60.188	1045600000	9	Q9ERI6	Q9ERI6	Retinol dehydrogenase 14	Rdh14	7917	sp|Q9ERI6|RDH14_MOUSE Retinol dehydrogenase 14 OS=Mus musculus OX=10090 GN=Rdh14 PE=1 SV=1
3563100	2185900	3361600	2694500	3903700	2395400	3111300	3523100	2781900	4270900	4761800	3339200	3939300	2584700	2247100	3013000	-1	29	29	29	27.3	27.3	27.3	110.45	0	88.487	13165000000	42	Q9ERK4	Q9ERK4	Exportin-2	Cse1l	7918	sp|Q9ERK4|XPO2_MOUSE Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1
774420	755890	1495800	546300	1871400	601400	1709500	1981100	428450	1145000	1465500	766990	1098500	1493400	888630	1379800	-1	4	4	4	10.6	10.6	10.6	36.464	0	15.917	3112400000	5	Q9ERN0	Q9ERN0	Secretory carrier-associated membrane protein 2	Scamp2	7919	sp|Q9ERN0|SCAM2_MOUSE Secretory carrier-associated membrane protein 2 OS=Mus musculus OX=10090 GN=Scamp2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.9	4.9	4.9	61.15	0.0019526	1.8728	0	0	Q9ERQ3	Q9ERQ3	Zinc finger protein 704	Znf704	7920	sp|Q9ERQ3|ZN704_MOUSE Zinc finger protein 704 OS=Mus musculus OX=10090 GN=Znf704 PE=1 SV=1
148930	102000	155790	118470	189300	99886	158380	194370	99671	219770	244990	158010	175050	141270	105240	133310	-1	9	9	9	37.8	37.8	37.8	35.51	0	210.46	279490000	6	Q9ERR1-2;Q9ERR1	Q9ERR1-2;Q9ERR1	Nuclear distribution protein nudE-like 1	Ndel1	7921	sp|Q9ERR1-2|NDEL1_MOUSE Isoform 2 of Nuclear distribution protein nudE-like 1 OS=Mus musculus OX=10090 GN=Ndel1;sp|Q9ERR1|NDEL1_MOUSE Nuclear distribution protein nudE-like 1 OS=Mus musculus OX=10090 GN=Ndel1 PE=1 SV=2
1404300	735160	1678900	924930	2485600	812940	1997100	2473700	1013200	1591100	1738100	1702600	1322000	1763600	783440	1688900	-1	5	5	5	23.5	23.5	23.5	17.806	0	20.499	3131800000	5	Q9ERR7	Q9ERR7	15 kDa selenoprotein	Sep15	7922	sp|Q9ERR7|SEP15_MOUSE Selenoprotein F OS=Mus musculus OX=10090 GN=Selenof PE=1 SV=3
647530	493940	856360	623240	791000	482570	1055500	811990	517400	703380	717440	750010	1099800	817620	501140	920480	-1	6	6	6	47.2	47.2	47.2	16.859	0	14.252	2751500000	11	Q9ERS2	Q9ERS2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	Ndufa13	7923	sp|Q9ERS2|NDUAD_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Mus musculus OX=10090 GN=Ndufa13 PE=1 SV=3
141710	87505	78016	148640	75346	85287	87346	77028	136220	104090	103930	144540	127170	75026	81717	73006	-1	7	7	7	20.2	20.2	20.2	47.379	0	18.684	197880000	6	Q9ERS5	Q9ERS5	Pleckstrin homology domain-containing family A member 2	Plekha2	7924	sp|Q9ERS5|PKHA2_MOUSE Pleckstrin homology domain-containing family A member 2 OS=Mus musculus OX=10090 GN=Plekha2 PE=1 SV=1
56492	126990	118020	51696	62963	123420	140090	87000	57778	62755	78191	63204	174240	143790	93956	139470	-1	3	3	3	13.1	13.1	13.1	27.294	0	30.419	252520000	3	Q9ERU3	Q9ERU3	Zinc finger protein 22	Znf22	7925	sp|Q9ERU3|ZNF22_MOUSE Zinc finger protein 22 OS=Mus musculus OX=10090 GN=Znf22 PE=1 SV=2
3116700	3171400	3108900	3380600	4694300	3306200	3470200	4462400	3234400	5439500	5575700	2900900	4622800	3476500	2611400	3515400	-1	108	108	108	39.2	39.2	39.2	341.12	0	323.31	19730000000	123	Q9ERU9	Q9ERU9	E3 SUMO-protein ligase RanBP2	Ranbp2	7926	sp|Q9ERU9|RBP2_MOUSE E3 SUMO-protein ligase RanBP2 OS=Mus musculus OX=10090 GN=Ranbp2 PE=1 SV=2
350110	310060	352040	328230	364000	266950	410170	362750	295310	362430	336690	384280	438830	383310	276530	349950	-1	9	9	9	28.4	28.4	28.4	46.596	0	78.496	557440000	9	Q9ERV1	Q9ERV1	Probable E3 ubiquitin-protein ligase makorin-2	Mkrn2	7927	sp|Q9ERV1|MKRN2_MOUSE Probable E3 ubiquitin-protein ligase makorin-2 OS=Mus musculus OX=10090 GN=Mkrn2 PE=1 SV=2
