Pooled_1	U1_V3_1	U1_V3_2	U1_V9_1	U1_V9_2	U1_V15_1	U1_V15_2	U1_V21_1	U1_V21_2	U1_I3_1	U1_I3_2	U1_I9_1	U1_I9_2	U1_I15_1	U1_I15_2	U1_I21_1	U1_I21_2	Pooled_2	U2_V3_1	U2_V3_2	U2_V9_1	U2_V9_2	U2_V15_1	U2_V15_2	U2_V21_1	U2_V21_2	U2_I3_1	U2_I3_2	U2_I9_1	U2_I9_2	U2_I15_1	U2_I15_2	U2_I21_1	U2_I21_2	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
834960	1158100	743420	1269700	1100300	1230300	625050	838620	749120	1052500	751270	780480	1301800	1015900	870430	763770	960400	688130	617110	448580	457370	658530	687530	637930	681220	410890	454890	693060	670600	740420	735450	814440	562850	883980	14	14	14	41.4	41.4	41.4	46.572	0	323.31	28	Q9DB30	Q9DB30	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	Phkg2	7032	sp|Q9DB30|PHKG2_MOUSE Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Mus musculus OX=10090 GN=Phkg2 PE=2 SV=2
46771	42168	49797	51018	46915	45062	30525	48874	41565	50697	36483	62175	56466	45793	62042	53317	48420	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	15.8	15.8	15.8	25.134	0	209.8	4	Q9DB34	Q9DB34	Charged multivesicular body protein 2a	Chmp2a	7033	sp|Q9DB34|CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus OX=10090 GN=Chmp2a PE=1 SV=1
72411	71228	42926	67683	74418	62426	31115	56799	51582	93739	57739	76766	92435	84154	74060	51145	66810	86143	91136	86310	105660	128730	132260	115570	109620	104970	77936	96999	78412	101210	115480	133500	109600	107860	2	2	2	10.9	10.9	10.9	35.297	0	99.443	4	Q9DB40;Q9DB40-2	Q9DB40;Q9DB40-2	Mediator of RNA polymerase II transcription subunit 27	Med27	7034	sp|Q9DB40|MED27_MOUSE Mediator of RNA polymerase II transcription subunit 27 OS=Mus musculus OX=10090 GN=Med27 PE=2 SV=2;sp|Q9DB40-2|MED27_MOUSE Isoform 2 of Mediator of RNA polymerase II transcription subunit 27 OS=Mus musculus OX=10090 GN=Med27
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	21.6	21.6	21.6	15.147	0	4.5806	2	Q9DB42	Q9DB42	Zinc finger protein 593	Znf593	7035	sp|Q9DB42|ZN593_MOUSE Zinc finger protein 593 OS=Mus musculus OX=10090 GN=Znf593 PE=1 SV=2
517120	516340	432910	626030	600350	569700	377200	406970	432860	547150	422160	442850	600220	504210	560590	423720	511070	108440	109850	115590	135400	164250	162920	146960	153910	142110	92355	117220	135270	147250	126700	150000	108590	105690	5	5	5	22.9	22.9	22.9	34.155	0	37.477	8	Q9DB43	Q9DB43	Zinc finger protein-like 1	Zfpl1	7036	sp|Q9DB43|ZFPL1_MOUSE Zinc finger protein-like 1 OS=Mus musculus OX=10090 GN=Zfpl1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3691.10009765625	3807.69995117188	8041.10009765625	5750.10009765625	6272.2001953125	8629.099609375	8342.2998046875	10415	5254.7001953125	4279.89990234375	5058.89990234375	8385.599609375	12893	5243.5	9350.599609375	NaN	8622.5	10	10	10	46.8	46.8	46.8	30.269	0	323.31	1	Q9DB52	Q9DB52	Protein FAM122A	Fam122a	7037	sp|Q9DB52|F122A_MOUSE Protein FAM122A OS=Mus musculus OX=10090 GN=Fam122a PE=1 SV=1
311050	410340	271740	426120	378540	434590	214210	266560	278290	385430	245570	279670	372820	306680	345260	229880	315180	43068	68072	41997	61749	63024	69060	57561	58103	43199	29495	52562	36811	56925	49870	46969	42403	62292	8	8	8	39.3	39.3	39.3	21.67	0	71.092	7	Q9DB60	Q9DB60	Prostamide/prostaglandin F synthase	Fam213b	7038	sp|Q9DB60|PXL2B_MOUSE Prostamide/prostaglandin F synthase OS=Mus musculus OX=10090 GN=Prxl2b PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	26.5	26.5	26.5	17.158	0	78.801	1	Q9DB70	Q9DB70	FUN14 domain-containing protein 1	Fundc1	7039	sp|Q9DB70|FUND1_MOUSE FUN14 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fundc1 PE=1 SV=1
475590	484750	348540	647120	519770	586110	409650	420790	456260	596680	437820	473070	562830	535260	622290	413900	572170	716680	994720	935660	1210400	1170500	1329700	1102800	1170900	980100	649060	970950	907510	1027700	957540	1119400	703980	883950	8	8	8	32.8	32.8	32.8	34.134	0	23.054	21	Q9DB73;Q9DB73-2	Q9DB73;Q9DB73-2	NADH-cytochrome b5 reductase 1	Cyb5r1	7040	sp|Q9DB73|NB5R1_MOUSE NADH-cytochrome b5 reductase 1 OS=Mus musculus OX=10090 GN=Cyb5r1 PE=1 SV=1;sp|Q9DB73-2|NB5R1_MOUSE Isoform 2 of NADH-cytochrome b5 reductase 1 OS=Mus musculus OX=10090 GN=Cyb5r1
6442100	7599200	5042200	7725700	6682200	7929900	4473600	4992900	5591700	7569400	4873400	6282600	7969900	6139900	8174400	5316100	7052400	4947400	6195700	5940700	5905600	7351500	8464600	6866100	7895200	6018700	4696400	6083400	5953300	6606300	6105900	7155700	4563700	7109100	21	21	21	48.6	48.6	48.6	48.234	0	323.31	170	Q9DB77	Q9DB77	Cytochrome b-c1 complex subunit 2, mitochondrial	Uqcrc2	7041	sp|Q9DB77|QCR2_MOUSE Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12595	9168.7001953125	8364.5	10481	11301	12472	10770	10572	8107.39990234375	5889.89990234375	7876.2001953125	9872.2998046875	4031.80004882813	9223.2001953125	13206	7450.2998046875	12364	2	2	2	9.6	9.6	9.6	51.066	0	308.32	1	Q9DB85	Q9DB85	Ribosomal RNA-processing protein 8	Rrp8	7042	sp|Q9DB85|RRP8_MOUSE Ribosomal RNA-processing protein 8 OS=Mus musculus OX=10090 GN=Rrp8 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	9.4	9.4	9.4	57.62	0	93.07	0	Q9DB90;Q9DB90-2	Q9DB90;Q9DB90-2	Protein SMG9	Smg9	7043	sp|Q9DB90|SMG9_MOUSE Protein SMG9 OS=Mus musculus OX=10090 GN=Smg9 PE=1 SV=1;sp|Q9DB90-2|SMG9_MOUSE Isoform 2 of Protein SMG9 OS=Mus musculus OX=10090 GN=Smg9
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1454.80004882813	2397.39990234375	2507.10009765625	3502.69995117188	2654.5	3138.10009765625	2840.39990234375	3244.60009765625	2440.80004882813	2374.19995117188	2665.39990234375	1786.80004882813	3297.10009765625	3140.10009765625	2313	2061.30004882813	3277.10009765625	1	1	1	7	7	7	38.642	0	55.68	1	Q9DB94	Q9DB94	WD repeat-containing protein 53	Wdr53	7045	sp|Q9DB94|WDR53_MOUSE WD repeat-containing protein 53 OS=Mus musculus OX=10090 GN=Wdr53 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14982	20548	16058	19146	14363	23862	22426	19526	15538	13308	14465	17654	17894	20491	23831	7860.89990234375	16612	2	2	2	8.6	8.6	8.6	35.658	0.00013795	3.0909	3	Q9DB96	Q9DB96	Neuroguidin	Ngdn	7046	sp|Q9DB96|NGDN_MOUSE Neuroguidin OS=Mus musculus OX=10090 GN=Ngdn PE=1 SV=1
1058.80004882813	2314.39990234375	1520.90002441406	2210.39990234375	NaN	1481.30004882813	1545.80004882813	1194.09997558594	NaN	2269.39990234375	NaN	1795.80004882813	2001.40002441406	1068.59997558594	1049.69995117188	1371.69995117188	1652.19995117188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	7.3	7.3	7.3	30.469	0.00053771	2.3906	1	Q9DB98	Q9DB98	Leukocyte receptor cluster member 1 homolog	Leng1	7047	sp|Q9DB98|LENG1_MOUSE Leukocyte receptor cluster member 1 homolog OS=Mus musculus OX=10090 GN=Leng1 PE=2 SV=1
727140	752340	531690	831080	710310	666900	435760	616640	536320	946590	579540	586600	911440	720750	610950	572000	749490	449320	531910	457470	436950	343510	664680	609440	512870	453150	313400	355070	457210	530440	524300	506800	286690	541940	8	8	8	22.2	22.2	22.2	59.065	0	110.5	27	Q9DBA6	Q9DBA6	Peroxisomal leader peptide-processing protease;Peroxisomal leader peptide-processing protease, 10 kDa form;Peroxisomal leader peptide-processing protease, 49 kDa form	Tysnd1	7048	sp|Q9DBA6|TYSD1_MOUSE Peroxisomal leader peptide-processing protease OS=Mus musculus OX=10090 GN=Tysnd1 PE=1 SV=1
7714800	8743900	5550900	9665000	8200500	8317900	5784900	5695100	5890800	9910600	7057000	7140900	11125000	8321600	11199000	6906600	8964000	6309300	6680400	5593400	5550600	6481700	8924800	7577600	6624700	4875500	4978600	7021100	7495600	8236000	6713400	7707200	5701000	8350900	20	20	20	65	65	65	46.488	0	323.31	160	Q9DBA8	Q9DBA8	Probable imidazolonepropionase	Amdhd1	7049	sp|Q9DBA8|HUTI_MOUSE Probable imidazolonepropionase OS=Mus musculus OX=10090 GN=Amdhd1 PE=1 SV=1
34490	35233	19322	34313	36935	30300	21415	20500	31812	35395	27092	24028	37484	30954	36982	27656	34765	127340	119450	114420	129090	133830	171620	164310	133480	105370	86945	132950	129910	132950	146670	138620	142780	140760	2	2	2	4.6	4.6	4.6	61.851	0.00054274	2.6228	4	Q9DBA9	Q9DBA9	General transcription factor IIH subunit 1	Gtf2h1	7050	sp|Q9DBA9|TF2H1_MOUSE General transcription factor IIH subunit 1 OS=Mus musculus OX=10090 GN=Gtf2h1 PE=1 SV=2
187490	262930	148910	210650	266560	270960	125750	201560	216000	301090	180430	193870	322010	254110	288170	156540	199620	258120	313660	328900	290870	346670	446790	355800	333780	280490	203240	351940	264140	351560	312200	341240	250950	361910	10	9	9	14.7	13.5	13.5	101.28	0	29.397	24	Q9DBB4	Q9DBB4	N-alpha-acetyltransferase 16, NatA auxiliary subunit	Naa16	7051	sp|Q9DBB4|NAA16_MOUSE N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Mus musculus OX=10090 GN=Naa16 PE=2 SV=1
7117600	8049000	5410300	9132900	8083200	8087400	5273900	5681000	5618100	9564800	6586400	6977000	10646000	8266900	8207800	6901800	8149400	9567000	11473000	9632700	9460300	11218000	15682000	12330000	12110000	8294100	8290200	11648000	11776000	13118000	11545000	14393000	9434400	13071000	18	18	18	54.4	54.4	54.4	36.3	0	323.31	146	Q9DBB8	Q9DBB8	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Dhdh	7052	sp|Q9DBB8|DHDH_MOUSE Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase OS=Mus musculus OX=10090 GN=Dhdh PE=1 SV=1
700140	665240	460670	818420	693590	583880	644430	569260	535440	704670	651580	630770	1087800	813370	646770	576240	747620	235800	245090	241140	260380	251160	279730	269910	269630	226610	233780	296930	214420	280560	282540	333840	322640	326970	8	8	8	24.3	24.3	24.3	60.478	0	264.31	19	Q9DBB9	Q9DBB9	Carboxypeptidase N subunit 2	Cpn2	7053	sp|Q9DBB9|CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2
743580	898800	623900	979270	888070	831010	566100	621880	598460	922340	640060	741640	929640	758850	868380	671710	895720	855560	1003500	974280	902890	1065600	1407200	1168900	1304100	892140	733420	996740	938180	1154300	1133800	1235600	797450	1170700	18	18	18	33.3	33.3	33.3	74.22	0	323.31	49	Q9DBC0	Q9DBC0	Selenoprotein O	Selo	7054	sp|Q9DBC0|SELO_MOUSE Protein adenylyltransferase SelO, mitochondrial OS=Mus musculus OX=10090 GN=Selenoo PE=1 SV=4
732380	803760	528850	908540	837750	845760	531510	530710	565660	928540	622860	711020	946300	769420	817100	653140	804790	254390	306440	281250	259590	315230	367340	312030	323810	209540	215950	264320	255240	268610	253880	286320	241800	319040	13	13	13	17.8	17.8	17.8	95.675	0	79.386	14	Q9DBC3	Q9DBC3	Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1	Cmtr1	7055	sp|Q9DBC3|CMTR1_MOUSE Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Mus musculus OX=10090 GN=Cmtr1 PE=1 SV=1
1286200	1442000	1049900	1555300	1308800	1568800	825590	966650	1093600	1430200	1038800	1086300	1512500	1221300	1399600	893370	1320500	820080	965600	881360	876950	1030900	1287700	1129300	1013900	730450	628180	1000400	886530	1014200	1006100	1114400	806600	1028000	15	15	15	39.4	39.4	39.4	43.185	0	323.31	39	Q9DBC7;P12849	Q9DBC7	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	Prkar1a	7056	sp|Q9DBC7|KAP0_MOUSE cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar1a PE=1 SV=3
3155200	3441200	2236600	3689200	3218500	3278500	2235100	2428700	2574500	3826700	3267700	3274300	4904500	3642300	3534900	2755600	3715200	1940500	2357900	2169100	2230400	2204500	2941400	2642600	2448600	1893100	1833200	2372200	2250000	2556400	2448300	2837500	2127700	2789200	20	19	19	36.6	35.4	35.4	76.765	0	323.31	70	Q9DBD0	Q9DBD0	Inhibitor of carbonic anhydrase	Ica	7057	sp|Q9DBD0|ICA_MOUSE Inhibitor of carbonic anhydrase OS=Mus musculus OX=10090 GN=Ica PE=1 SV=1
72166	60034	44914	76881	71803	76318	57608	47538	44848	78904	63114	64993	71647	85552	85289	52610	74930	33604	45628	35928	46262	50161	73406	64607	59018	47850	35385	60494	52357	54922	53540	71672	51724	53934	8	8	8	13.6	13.6	13.6	118.07	0	323.31	6	Q9DBD5	Q9DBD5	Proline-, glutamic acid- and leucine-rich protein 1	Pelp1	7059	sp|Q9DBD5|PELP1_MOUSE Proline-, glutamic acid- and leucine-rich protein 1 OS=Mus musculus OX=10090 GN=Pelp1 PE=1 SV=2
19059000	18117000	14981000	20518000	20287000	18875000	12530000	13115000	13438000	23462000	16703000	16027000	25352000	19541000	21228000	13671000	20489000	22049000	36130000	20238000	23547000	35221000	39822000	47364000	31259000	17979000	23020000	34290000	12127000	36172000	31363000	31022000	27392000	23115000	30	30	29	61.7	61.7	59.6	55.144	0	323.31	224	Q9DBE0	Q9DBE0	Cysteine sulfinic acid decarboxylase	Csad	7060	sp|Q9DBE0|CSAD_MOUSE Cysteine sulfinic acid decarboxylase OS=Mus musculus OX=10090 GN=Csad PE=1 SV=1
424340	432190	296630	575550	530750	413020	381890	412940	376910	450290	525310	410380	606370	557790	398720	446330	581950	970280	1085800	982110	1158000	1286800	1305600	1227200	1278900	868470	763320	1059700	1066200	1101800	1265500	1201500	999220	1181000	10	10	10	33	33	33	47.404	0	97.017	29	Q9DBE8	Q9DBE8	Alpha-1,3/1,6-mannosyltransferase ALG2	Alg2	7061	sp|Q9DBE8|ALG2_MOUSE Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus OX=10090 GN=Alg2 PE=1 SV=2
283170	310830	178650	282990	301500	314740	197060	258350	222700	394530	263590	277220	448520	378180	434830	247950	276070	378780	412820	437970	399630	384870	645500	600880	480020	396920	246290	385460	401960	437030	512220	733720	369090	565710	10	10	10	17.9	17.9	17.9	95.531	0	323.31	22	Q9DBE9	Q9DBE9	pre-rRNA processing protein FTSJ3	Ftsj3	7062	sp|Q9DBE9|SPB1_MOUSE pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Mus musculus OX=10090 GN=Ftsj3 PE=1 SV=1
17405000	19486000	13020000	20356000	19837000	20337000	12764000	14974000	13070000	20413000	14070000	15651000	20483000	16232000	20918000	14973000	18384000	14347000	15590000	15344000	15897000	16494000	24009000	17086000	20363000	13903000	12156000	16380000	17562000	16873000	17142000	17245000	13634000	19742000	28	28	27	62	62	62	55.644	0	323.31	283	Q9DBF1-2;Q9DBF1	Q9DBF1-2;Q9DBF1	Alpha-aminoadipic semialdehyde dehydrogenase	Aldh7a1	7063	sp|Q9DBF1-2|AL7A1_MOUSE Isoform 2 of Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1;sp|Q9DBF1|AL7A1_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4
14150000	19316000	12118000	18832000	17610000	18906000	11853000	12180000	12796000	17907000	12910000	13535000	17217000	14023000	13679000	12337000	16299000	10556000	12558000	12022000	12086000	14112000	16519000	15146000	14811000	10878000	8117800	12834000	11050000	13820000	12338000	14009000	9849700	15287000	22	22	22	50.7	50.7	50.7	60.719	0	323.31	165	Q9DBG1	Q9DBG1	Sterol 26-hydroxylase, mitochondrial	Cyp27a1	7064	sp|Q9DBG1|CP27A_MOUSE Sterol 26-hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Cyp27a1 PE=1 SV=1
10759000	11401000	8320300	12178000	10844000	12318000	6719600	8294800	8701000	13483000	9731600	10826000	14050000	11132000	13263000	9376300	11331000	7120300	8045900	7394600	7813300	8871300	10517000	8738800	9019900	7050400	6028700	8257700	8445100	8955500	8308300	9406100	7483600	9737500	45	45	27	51.1	51.1	34.7	104.58	0	323.31	215	Q9DBG3;Q9DBG3-2	Q9DBG3;Q9DBG3-2	AP-2 complex subunit beta	Ap2b1	7065	sp|Q9DBG3|AP2B1_MOUSE AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1;sp|Q9DBG3-2|AP2B1_MOUSE Isoform 2 of AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1
2416700	3274800	1804600	2897200	2881800	2620200	1274000	1583400	1765600	2981100	1677300	2478600	3407000	2190500	2950300	1744700	2065600	1146400	1297900	1163200	1260500	1556900	1772400	1394700	1300100	919680	857360	1224900	1240600	1274900	1289100	1346300	1090100	1479300	16	16	16	60.2	60.2	60.2	47.262	0	323.31	46	Q9DBG5	Q9DBG5	Perilipin-3	Plin3	7066	sp|Q9DBG5|PLIN3_MOUSE Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1
13950000	15997000	11397000	18312000	15246000	15973000	10177000	11768000	12959000	17317000	13447000	14143000	18067000	14670000	15329000	13199000	15423000	13930000	15033000	15113000	16145000	19286000	19391000	17337000	17538000	14224000	11457000	16188000	14336000	15395000	15695000	17928000	12265000	17689000	21	21	21	41.4	41.4	41.4	69.062	0	323.31	144	Q9DBG6	Q9DBG6	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	Rpn2	7067	sp|Q9DBG6|RPN2_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus OX=10090 GN=Rpn2 PE=1 SV=1
2396100	2763300	1792800	2984700	2593600	2812600	1486000	2166700	2292000	2725900	1811500	2094300	2578000	2269200	2319400	1891600	2190800	2447600	2862800	3009400	3155600	3976000	3968300	3305400	3429700	2939500	1686300	2575700	2739800	2502400	2776700	2797100	2194800	2993100	25	25	25	49.7	49.7	49.7	69.622	0	323.31	89	Q9DBG7	Q9DBG7	Signal recognition particle receptor subunit alpha	Srpr	7068	sp|Q9DBG7|SRPRA_MOUSE Signal recognition particle receptor subunit alpha OS=Mus musculus OX=10090 GN=Srpra PE=1 SV=1
544300	718930	418790	671640	612130	685490	409960	456740	495910	726220	514970	606880	910040	622850	756220	510850	641600	107190	125570	79570	109780	116040	151750	111210	106390	74385	76585	111130	106630	112370	112640	131050	90812	148480	3	3	3	39.5	39.5	39.5	13.722	0	148.74	10	Q9DBG9	Q9DBG9	Tax1-binding protein 3	Tax1bp3	7069	sp|Q9DBG9|TX1B3_MOUSE Tax1-binding protein 3 OS=Mus musculus OX=10090 GN=Tax1bp3 PE=1 SV=1
4294500	5663800	3696500	5345000	4772900	5126300	2674000	3729300	4119900	5097500	3350100	4179200	4808700	4108600	3897500	3434200	4388900	3125400	3548700	3919500	3885400	3776700	4786700	3864300	4458600	3987300	2291100	3326200	2898600	3187400	3379500	3674400	2568300	3768700	17	17	17	50.6	50.6	50.6	40.429	0	323.31	97	Q9DBH5	Q9DBH5	Vesicular integral-membrane protein VIP36	Lman2	7070	sp|Q9DBH5|LMAN2_MOUSE Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2
124700	155880	118180	160500	134470	126830	92025	118390	99922	164220	123390	93684	165850	145500	115190	108290	127820	62729	94151	85420	80441	71333	93202	90393	81477	67412	49133	81703	61215	67910	88568	71098	51594	81454	6	6	6	9.2	9.2	9.2	90.977	0	13.032	15	Q9DBI0;Q9DBI0-3;Q9DBI0-2	Q9DBI0;Q9DBI0-3;Q9DBI0-2	Transmembrane protease serine 6	Tmprss6	7071	sp|Q9DBI0|TMPS6_MOUSE Transmembrane protease serine 6 OS=Mus musculus OX=10090 GN=Tmprss6 PE=1 SV=4;sp|Q9DBI0-3|TMPS6_MOUSE Isoform 3 of Transmembrane protease serine 6 OS=Mus musculus OX=10090 GN=Tmprss6;sp|Q9DBI0-2|TMPS6_MOUSE Isoform 2 of Transmembrane
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	3.4	3.4	3.4	78.923	0.0022339	1.8501	1	Q9DBI2	Q9DBI2	Bardet-Biedl syndrome 10 protein homolog	Bbs10	7072	sp|Q9DBI2|BBS10_MOUSE Bardet-Biedl syndrome 10 protein homolog OS=Mus musculus OX=10090 GN=Bbs10 PE=2 SV=2
2666600	2996800	2297200	3658000	3224500	3267700	2336700	2440900	2482800	3298000	2750400	2681200	3581300	2959900	3225100	2692300	3263200	5329900	5749000	5526500	5566000	5500200	7544700	6204800	6147300	4958500	4092500	5684700	5329800	5742600	5549100	6398400	4857400	6694700	18	18	14	82.7	82.7	68.1	28.832	0	323.31	144	Q9DBJ1	Q9DBJ1	Phosphoglycerate mutase 1	Pgam1	7073	sp|Q9DBJ1|PGAM1_MOUSE Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3
67900	58153	59786	62932	61416	75033	29167	52561	56951	62267	40832	59446	73257	60948	91990	40888	65343	33385	44241	30915	28969	43712	52999	45647	49947	36406	32832	38057	29479	38239	38782	49619	26774	42794	12	12	12	32.7	32.7	32.7	57.187	0	323.31	12	Q9DBJ3	Q9DBJ3	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	Baiap2l1	7074	sp|Q9DBJ3|BI2L1_MOUSE Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Mus musculus OX=10090 GN=Baiap2l1 PE=1 SV=1
3410300	3800100	2675200	3964200	3277300	4157500	1834300	2672600	2659200	3965900	2441700	3140600	4062600	3324100	3888600	2673300	3248400	2857700	3350700	2631700	2708700	3352100	3734200	3496600	3587900	2544700	2185000	3066700	3121000	3661300	3483100	3444100	2820400	3853500	17	17	17	35.1	35.1	35.1	61.761	0	323.31	65	Q9DBK0	Q9DBK0	Acyl-coenzyme A thioesterase 12	Acot12	7075	sp|Q9DBK0|ACO12_MOUSE Acetyl-coenzyme A thioesterase OS=Mus musculus OX=10090 GN=Acot12 PE=1 SV=1
8667200	9414200	6986800	9821400	9279700	10284000	5377700	6750800	7118100	9005800	6163400	7299800	10011000	7736000	10483000	6305400	9457200	4704400	5418100	4923400	5108500	5170100	6726000	5590600	5922400	4346200	3554700	5391900	4142800	5643600	5332200	5457900	3858400	6163800	18	18	18	47.7	47.7	47.7	47.874	0	323.31	106	Q9DBL1	Q9DBL1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	Acadsb	7076	sp|Q9DBL1|ACDSB_MOUSE Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadsb PE=1 SV=1
357170	456590	239670	470040	391090	432660	232680	282340	246350	517980	396890	434250	582330	467690	603430	371090	446830	269950	298010	231390	265440	274240	354620	316810	263050	196490	218340	283120	358570	327640	297620	337860	289370	357900	10	10	10	31.3	31.3	31.3	56.268	0	73.792	14	Q9DBL2;Q9DBL2-2	Q9DBL2;Q9DBL2-2	Ganglioside-induced differentiation-associated protein 2	Gdap2	7077	sp|Q9DBL2|GDAP2_MOUSE Ganglioside-induced differentiation-associated protein 2 OS=Mus musculus OX=10090 GN=Gdap2 PE=1 SV=1;sp|Q9DBL2-2|GDAP2_MOUSE Isoform 2 of Ganglioside-induced differentiation-associated protein 2 OS=Mus musculus OX=10090 GN=Gdap2
3558300	3609100	2692900	4198200	4282500	3797200	2623400	2710800	2885900	4003600	3123500	3179600	4287900	3567600	3935600	3050600	3584600	5396100	7233100	5855900	6021400	6901500	9404500	8071500	7799200	5494500	5098000	7298500	6565800	8156800	6946900	7909000	5525400	7694500	16	16	16	37.1	37.1	37.1	62.022	0	217.36	49	Q9DBL7	Q9DBL7	Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase	Coasy	7078	sp|Q9DBL7|COASY_MOUSE Bifunctional coenzyme A synthase OS=Mus musculus OX=10090 GN=Coasy PE=1 SV=2
46731	54928	43558	58175	51670	48532	31458	45772	49567	52308	49250	57984	47006	48990	44455	37444	50882	476200	561080	640420	645620	657910	615540	548200	687120	509370	303700	555600	526590	440650	532620	550140	336400	583780	3	3	3	15.7	15.7	15.7	39.154	0	7.7431	6	Q9DBL9;Q9DBL9-2	Q9DBL9;Q9DBL9-2	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Abhd5	7079	sp|Q9DBL9|ABHD5_MOUSE 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus OX=10090 GN=Abhd5 PE=1 SV=1;sp|Q9DBL9-2|ABHD5_MOUSE Isoform 2 of 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus OX=10090 GN=Abhd5
