Ink_P1	Ink_15	Ink_1	Ink_9	Ink_13	Ink_6	Ink_3	Ink_11	Ink_4	Ink_12	Ink_5	Ink_2	Ink_15	Ink_14	Ink_7	Ink_16	Ink_8	Ink_P2	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
138310	209300	381420	263970	223170	279050	260450	240740	298740	257520	265250	262100	276060	273720	273570	263870	296280	223260	-1	6	6	6	35	35	35	28.436	0	62.529	7	Q8VCD6	Q8VCD6	Receptor expression-enhancing protein 2	Reep2	5746	sp|Q8VCD6|REEP2_MOUSE Receptor expression-enhancing protein 2 OS=Mus musculus OX=10090 GN=Reep2 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	11.3	11.3	11.3	41.598	0	323.31	0	Q8VCE2	Q8VCE2	GPN-loop GTPase 1	Gpn1	5747	sp|Q8VCE2|GPN1_MOUSE GPN-loop GTPase 1 OS=Mus musculus OX=10090 GN=Gpn1 PE=1 SV=1
224420	305680	342650	264100	318730	376090	397250	299620	352260	261120	281780	301970	322440	324410	314380	320890	372130	263770	-1	7	7	7	36.4	36.4	36.4	25.602	0	120.2	8	Q8VCE6	Q8VCE6	5(3)-deoxyribonucleotidase, mitochondrial	Nt5m	5748	sp|Q8VCE6|NT5M_MOUSE 5(3)-deoxyribonucleotidase, mitochondrial OS=Mus musculus OX=10090 GN=Nt5m PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	4.6	4.6	4.6	76.107	0	87.462	0	Q8VCE9-3;Q8VCE9-4;Q8VCE9-2;Q8VCE9	Q8VCE9-3;Q8VCE9-4;Q8VCE9-2;Q8VCE9	Pleckstrin homology domain-containing family H member 3	Plekhh3	5749	sp|Q8VCE9-3|PKHH3_MOUSE Isoform 3 of Pleckstrin homology domain-containing family H member 3 OS=Mus musculus OX=10090 GN=Plekhh3;sp|Q8VCE9-4|PKHH3_MOUSE Isoform 4 of Pleckstrin homology domain-containing family H member 3 OS=Mus musculus OX=10090 GN=Plekhh
28295	42755	46484	39277	41177	50325	61414	42979	46782	39911	34375	42732	40260	44574	48240	40674	49463	30751	-1	4	4	4	24.5	24.5	24.5	53.398	0	28.767	6	Q8VCF0	Q8VCF0	Mitochondrial antiviral-signaling protein	Mavs	5750	sp|Q8VCF0|MAVS_MOUSE Mitochondrial antiviral-signaling protein OS=Mus musculus OX=10090 GN=Mavs PE=1 SV=1
1308.59997558594	2777.5	2991	3915.69995117188	2055.30004882813	3893.10009765625	4201.39990234375	2159.19995117188	2234	1568	3228.10009765625	3249.60009765625	2130.19995117188	2741.39990234375	2523.80004882813	2933.60009765625	1867.59997558594	1968.80004882813	-1	2	2	2	14.4	14.4	14.4	22.508	0	10.59	3	Q8VCG4	Q8VCG4	Complement component C8 gamma chain	C8g	5751	sp|Q8VCG4|CO8G_MOUSE Complement component C8 gamma chain OS=Mus musculus OX=10090 GN=C8g PE=1 SV=1
2047.30004882813	2128.10009765625	2485.10009765625	1811.59997558594	2135.5	2267	1342.30004882813	1521.90002441406	2753.30004882813	2091.39990234375	1740.40002441406	1939.09997558594	1895.69995117188	1973	1595.09997558594	619.719970703125	473.859985351563	1253.19995117188	-1	1	1	1	8.2	8.2	8.2	24.787	0	5.4292	1	Q8VCG9	Q8VCG9	Regulatory factor X-associated protein	Rfxap	5752	sp|Q8VCG9|RFXAP_MOUSE Regulatory factor X-associated protein OS=Mus musculus OX=10090 GN=Rfxap PE=2 SV=2
4567.5	9484.2998046875	11150	8396.599609375	10547	10893	12916	12872	13387	12699	8198	9987.2001953125	11522	12035	13381	13138	15333	9680.900390625	-1	4	4	4	14.2	14.2	14.2	41.119	0	12.794	4	Q8VCH5	Q8VCH5	Rab9 effector protein with kelch motifs	Rabepk	5753	sp|Q8VCH5|RABEK_MOUSE Rab9 effector protein with kelch motifs OS=Mus musculus OX=10090 GN=Rabepk PE=1 SV=2
14494	20754	24884	17201	18777	19651	22132	17784	28677	22281	20178	22255	24844	20687	21241	21507	19655	16961	-1	3	3	3	6	6	6	60.112	0.00027809	3.3016	3	Q8VCH6	Q8VCH6	Delta(24)-sterol reductase	Dhcr24	5754	sp|Q8VCH6|DHC24_MOUSE Delta(24)-sterol reductase OS=Mus musculus OX=10090 GN=Dhcr24 PE=1 SV=1
15029	17950	23251	19184	20182	24958	22624	20372	25164	20755	19907	19519	20419	20036	20345	18079	20258	15414	-1	2	2	2	6.7	6.7	6.7	56.471	0	13.834	2	Q8VCH8	Q8VCH8	UBX domain-containing protein 4	Ubxn4	5755	sp|Q8VCH8|UBXN4_MOUSE UBX domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ubxn4 PE=1 SV=1
124190	149010	197570	161530	176220	189550	170470	160210	203650	152260	159880	163300	186400	171590	176160	136800	152550	131260	-1	9	9	9	42.8	42.8	42.8	32.733	0	323.31	13	Q8VCI5;Q8VCI5-2	Q8VCI5;Q8VCI5-2	Peroxisomal biogenesis factor 19	Pex19	5756	sp|Q8VCI5|PEX19_MOUSE Peroxisomal biogenesis factor 19 OS=Mus musculus OX=10090 GN=Pex19 PE=1 SV=1;sp|Q8VCI5-2|PEX19_MOUSE Isoform 2 of Peroxisomal biogenesis factor 19 OS=Mus musculus OX=10090 GN=Pex19
74498	89882	114010	87579	117030	131620	98581	96682	115210	88658	106950	105600	112420	100970	111460	72308	83756	85235	-1	5	5	5	20	20	20	28.944	0	7.3938	8	Q8VCL2	Q8VCL2	Protein SCO2 homolog, mitochondrial	Sco2	5757	sp|Q8VCL2|SCO2_MOUSE Protein SCO2 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Sco2 PE=1 SV=1
899.679992675781	1938.69995117188	1755	1122.5	1433.80004882813	2179	1629.69995117188	2326.19995117188	2162.60009765625	1526.90002441406	2143.69995117188	2472.80004882813	1573.09997558594	1155.90002441406	2639.10009765625	2698.69995117188	1924.59997558594	1004.40002441406	-1	1	1	1	9	9	9	26.047	0	4.9307	2	Q8VCM3	Q8VCM3	Zinc finger FYVE domain-containing protein 21	Zfyve21	5758	sp|Q8VCM3|ZFY21_MOUSE Zinc finger FYVE domain-containing protein 21 OS=Mus musculus OX=10090 GN=Zfyve21 PE=1 SV=2
25728	38938	46341	36939	36158	40446	38399	31579	46898	38591	35374	40558	39055	40419	42019	43682	39113	35211	-1	5	5	5	16.2	16.2	16.2	39.835	0	238.18	3	Q8VCM5;Q8VCM5-3;Q8VCM5-2	Q8VCM5;Q8VCM5-3	Mitochondrial ubiquitin ligase activator of NFKB 1	Mul1	5759	sp|Q8VCM5|MUL1_MOUSE Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Mus musculus OX=10090 GN=Mul1 PE=1 SV=2;sp|Q8VCM5-3|MUL1_MOUSE Isoform 3 of Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Mus musculus OX=10090 GN=Mul1
289700	341130	344000	592400	388620	487760	680820	278720	285260	346820	559710	559890	424360	484930	330980	365030	359560	306080	-1	13	13	13	36	36	36	49.391	0	84.038	20	Q8VCM7	Q8VCM7	Fibrinogen gamma chain	Fgg	5760	sp|Q8VCM7|FIBG_MOUSE Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1
229260	321120	429840	361130	350320	446370	425360	359790	376950	359120	354970	372880	366160	407580	404780	396530	402750	281970	-1	8	8	8	14.4	14.4	14.4	62.907	0	29.731	11	Q8VCM8	Q8VCM8	Nicalin	Ncln	5761	sp|Q8VCM8|NCLN_MOUSE Nicalin OS=Mus musculus OX=10090 GN=Ncln PE=1 SV=2
46824	66219	82090	72908	65416	81822	77155	70788	83683	75078	70270	74815	85437	85797	82014	77605	72398	65439	-1	5	5	5	15.1	15.1	15.1	43.567	0	41.134	6	Q8VCN5	Q8VCN5	Cystathionine gamma-lyase	Cth	5762	sp|Q8VCN5|CGL_MOUSE Cystathionine gamma-lyase OS=Mus musculus OX=10090 GN=Cth PE=1 SV=1
274610	349330	450220	389450	377700	443780	467340	355290	436480	385910	369180	384530	431540	425710	429180	433410	484490	297030	-1	11	11	11	49.3	49.3	49.3	38.124	0	72.826	13	Q8VCN9	Q8VCN9	Tubulin-specific chaperone C	Tbcc	5763	sp|Q8VCN9|TBCC_MOUSE Tubulin-specific chaperone C OS=Mus musculus OX=10090 GN=Tbcc PE=1 SV=1
46228	56452	74381	62890	69159	73997	60679	62378	76068	57308	70922	71071	72416	64147	70203	49924	48825	54247	-1	5	5	5	18.5	18.5	18.5	32.5	0	6.0543	6	Q8VCQ3	Q8VCQ3	Nuclear receptor-binding factor 2	Nrbf2	5764	sp|Q8VCQ3|NRBF2_MOUSE Nuclear receptor-binding factor 2 OS=Mus musculus OX=10090 GN=Nrbf2 PE=1 SV=1
105090	135640	140860	127680	128640	167340	183730	145240	156410	146310	115540	137940	148050	147200	152320	145270	161280	117770	-1	7	7	7	37.1	37.1	37.1	22.45	0	9.5019	9	Q8VCR7	Q8VCR7	Alpha/beta hydrolase domain-containing protein 14B	Abhd14b	5765	sp|Q8VCR7|ABHEB_MOUSE Protein ABHD14B OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1
17989	22905	31151	24549	23788	29966	35315	29237	28730	24775	26445	23824	25808	28553	22057	24166	27757	18918	-1	3	3	3	9.3	9.3	9.3	46.58	0	21.777	5	Q8VCS3	Q8VCS3	Glycosaminoglycan xylosylkinase	Fam20b	5766	sp|Q8VCS3|XYLK_MOUSE Glycosaminoglycan xylosylkinase OS=Mus musculus OX=10090 GN=Fam20b PE=1 SV=1
19455	20873	27722	27340	21531	25720	26087	24752	26425	21478	24196	28018	24669	25848	28267	26866	32143	18862	-1	1	1	1	12	12	12	15.709	0.0093867	1.3427	1	Q8VCS6	Q8VCS6	Mediator of RNA polymerase II transcription subunit 9	Med9	5767	sp|Q8VCS6|MED9_MOUSE Mediator of RNA polymerase II transcription subunit 9 OS=Mus musculus OX=10090 GN=Med9 PE=2 SV=1
778760	1011800	1414000	1214500	1146400	1471500	1083900	1049300	1417600	1212600	1206500	1347500	1239900	1245500	1421800	1222300	1278000	951540	-1	22	22	22	42.6	42.6	42.6	72.415	0	137.07	46	Q8VCT3	Q8VCT3	Aminopeptidase B	Rnpep	5768	sp|Q8VCT3|AMPB_MOUSE Aminopeptidase B OS=Mus musculus OX=10090 GN=Rnpep PE=1 SV=2
612.719970703125	1819.90002441406	3546	1858.90002441406	1540.09997558594	2545.89990234375	1965.90002441406	1774.59997558594	2949.89990234375	2201.60009765625	2433.39990234375	1390.30004882813	3988.39990234375	1921.5	3521.19995117188	2963.5	4208.2998046875	1989.40002441406	-1	1	1	1	2.2	2.2	2.2	75.253	0.0086662	1.3958	1	Q8VCU0	Q8VCU0	Protein angel homolog 1	Angel1	5769	sp|Q8VCU0|ANGE1_MOUSE Protein angel homolog 1 OS=Mus musculus OX=10090 GN=Angel1 PE=1 SV=2
41569	61173	79082	64183	67094	80202	69387	64719	82217	67561	65909	63745	71787	68310	69686	71697	76837	52486	-1	3	3	3	12.5	12.5	12.5	35.098	0	9.3424	5	Q8VCV1	Q8VCV1	Alpha/beta hydrolase domain-containing protein 17C	Abhd17c	5770	sp|Q8VCV1|AB17C_MOUSE Alpha/beta hydrolase domain-containing protein 17C OS=Mus musculus OX=10090 GN=Abhd17c PE=1 SV=2
626560	881460	921060	768550	814440	1014700	1287600	896160	913940	765760	720960	831770	892670	938550	855630	831700	933660	704210	-1	17	17	17	32.7	32.7	32.7	67.95	0	108.84	24	Q8VCW8	Q8VCW8	Acyl-CoA synthetase family member 2, mitochondrial	Acsf2	5771	sp|Q8VCW8|ACSF2_MOUSE Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Mus musculus OX=10090 GN=Acsf2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	3.6	3.6	3.6	40.301	0	7.0336	0	Q8VCX2	Q8VCX2	Solute carrier family 35 member C2	Slc35c2	5772	sp|Q8VCX2|S35C2_MOUSE Solute carrier family 35 member C2 OS=Mus musculus OX=10090 GN=Slc35c2 PE=1 SV=1
246970	360550	494360	386590	385380	448320	298740	324770	486400	364240	405330	391890	435800	354930	430090	311490	329320	295890	-1	10	10	10	19.9	19.9	19.9	54.352	0	42.846	17	Q8VCX5;Q8VCX5-3;Q8VCX5-2	Q8VCX5;Q8VCX5-3;Q8VCX5-2	Calcium uptake protein 1, mitochondrial	Micu1	5773	sp|Q8VCX5|MICU1_MOUSE Calcium uptake protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Micu1 PE=1 SV=1;sp|Q8VCX5-3|MICU1_MOUSE Isoform 3 of Calcium uptake protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Micu1;sp|Q8VCX5-2|MICU1_MOUSE Isoform 2 of Ca
9444.7001953125	12563	18183	14307	10912	15738	12213	16184	14711	13559	11248	14601	12291	12160	17732	15107	16601	10098	-1	3	3	3	10.2	10.2	10.2	47.544	0	12.594	3	Q8VCX6	Q8VCX6	Kaptin	Kptn	5774	sp|Q8VCX6|KPTN_MOUSE KICSTOR complex protein kaptin OS=Mus musculus OX=10090 GN=Kptn PE=2 SV=1
5038.7998046875	7190.5	8307.400390625	8146.7998046875	7645.7998046875	8853.7001953125	7481.60009765625	7481	9634.400390625	5377	8296	6427.7001953125	8866.599609375	7937.60009765625	8111.2001953125	6559.2998046875	7322.39990234375	4565.89990234375	-1	6	6	6	22.1	22.1	22.1	48.408	0	323.31	4	Q8VCY8-2;Q8VCY8	Q8VCY8-2;Q8VCY8	Lipid phosphate phosphatase-related protein type 2	Lppr2	5776	sp|Q8VCY8-2|PLPR2_MOUSE Isoform 2 of Phospholipid phosphatase-related protein type 2 OS=Mus musculus OX=10090 GN=Plppr2;sp|Q8VCY8|PLPR2_MOUSE Phospholipid phosphatase-related protein type 2 OS=Mus musculus OX=10090 GN=Plppr2 PE=1 SV=1
66039	73792	104480	84073	89291	110730	69820	71411	108810	78631	102770	90822	95439	90768	100790	59623	44039	74046	-1	4	4	4	7.1	7.1	7.1	85.489	0	5.7966	4	Q8VCZ6	Q8VCZ6	Small G protein signaling modulator 3	Sgsm3	5777	sp|Q8VCZ6|SGSM3_MOUSE Small G protein signaling modulator 3 OS=Mus musculus OX=10090 GN=Sgsm3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	9.8	9.8	9.8	34.23	0.00324	1.9742	2	Q8VCZ8	Q8VCZ8	RNA pseudouridylate synthase domain-containing protein 1	Rpusd1	5778	sp|Q8VCZ8|RUSD1_MOUSE RNA pseudouridylate synthase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rpusd1 PE=2 SV=1
622370	774600	1101300	870700	857550	1068300	745340	797380	1053100	804210	955000	977190	907840	828090	962530	821980	870460	725380	-1	32	32	32	51.7	51.7	51.7	92.714	0	323.31	37	Q8VD04	Q8VD04	GRIP1-associated protein 1	Gripap1	5779	sp|Q8VD04|GRAP1_MOUSE GRIP1-associated protein 1 OS=Mus musculus OX=10090 GN=Gripap1 PE=1 SV=1
23185	32783	35306	32461	35364	38686	41975	31036	35462	29343	29848	32573	31503	33274	35232	29583	35755	28850	-1	5	5	5	18	18	18	38.335	0	5.3865	4	Q8VD12-2;Q8VD12	Q8VD12-2;Q8VD12	Zinc finger protein 385A	Znf385a	5780	sp|Q8VD12-2|Z385A_MOUSE Isoform 2 of Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a;sp|Q8VD12|Z385A_MOUSE Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2
41126	57856	68096	57234	57030	64377	81885	63528	64944	63410	54503	60081	67151	59069	65220	65301	75780	47880	-1	4	4	4	14.2	14.2	14.2	51.595	0	21.982	7	Q8VD26;Q8VD26-2;Q8VD26-3	Q8VD26;Q8VD26-2	Transmembrane protein 143	Tmem143	5781	sp|Q8VD26|TM143_MOUSE Transmembrane protein 143 OS=Mus musculus OX=10090 GN=Tmem143 PE=1 SV=1;sp|Q8VD26-2|TM143_MOUSE Isoform 2 of Transmembrane protein 143 OS=Mus musculus OX=10090 GN=Tmem143
449040	612650	737930	588800	577980	680290	483700	608400	811310	644100	664860	640220	653180	687040	692500	483790	430450	502350	-1	7	7	7	37.2	37.2	37.2	33.429	0	44.181	12	Q8VD33	Q8VD33	Small glutamine-rich tetratricopeptide repeat-containing protein beta	Sgtb	5782	sp|Q8VD33|SGTB_MOUSE Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Mus musculus OX=10090 GN=Sgtb PE=1 SV=1
6669.10009765625	13134	13398	11334	10269	10932	11649	10196	15042	12877	11220	13484	10691	12559	10909	17347	12671	7771.10009765625	-1	49	1	0	77.7	3.1	0	86.062	0	8.9055	2	Q8VD37;Q8VD37-5	Q8VD37	SH3-containing GRB2-like protein 3-interacting protein 1	Sgip1	5783	sp|Q8VD37|SGIP1_MOUSE SH3-containing GRB2-like protein 3-interacting protein 1 OS=Mus musculus OX=10090 GN=Sgip1 PE=1 SV=1
810.369995117188	438.720001220703	825.030029296875	205.270004272461	278.079986572266	988.25	413.829986572266	372.109985351563	1021.20001220703	522.419982910156	659.900024414063	518.940002441406	565.77001953125	648.559997558594	407.709991455078	837.169982910156	608.369995117188	227.100006103516	-1	36	2	0	73.7	6.1	0	71.36	0.00028249	3.6882	1	Q8VD37-3	Q8VD37-3	SH3-containing GRB2-like protein 3-interacting protein 1	Sgip1	5784	sp|Q8VD37-3|SGIP1_MOUSE Isoform 3 of SH3-containing GRB2-like protein 3-interacting protein 1 OS=Mus musculus OX=10090 GN=Sgip1
125090	140990	197160	163970	169820	221370	108430	159510	213390	149320	203780	208700	193950	163880	198060	142790	131470	139860	-1	50	50	0	78	78	0	88.55	0	323.31	38	Q8VD37-8;Q8VD37-6	Q8VD37-8;Q8VD37-6	SH3-containing GRB2-like protein 3-interacting protein 1	Sgip1	5785	sp|Q8VD37-8|SGIP1_MOUSE Isoform 7 of SH3-containing GRB2-like protein 3-interacting protein 1 OS=Mus musculus OX=10090 GN=Sgip1;sp|Q8VD37-6|SGIP1_MOUSE Isoform 6 of SH3-containing GRB2-like protein 3-interacting protein 1 OS=Mus musculus OX=10090 GN=Sgip1
465610	593950	737870	630800	675540	744630	651920	639070	750690	605150	667240	677940	701800	729230	743810	602620	645550	551280	-1	8	8	8	31.9	31.9	31.9	31.845	0	47.477	10	Q8VD62	Q8VD62	UPF0696 protein C11orf68 homolog	Bles03	5786	sp|Q8VD62|CK068_MOUSE UPF0696 protein C11orf68 homolog OS=Mus musculus OX=10090 GN=Bles03 PE=1 SV=2
11140	12424	19927	15527	16948	22655	6584.10009765625	14247	24068	10110	15074	19561	19378	13847	13058	3665.5	4522	13922	-1	6	6	6	18	18	18	44.811	0	280.72	3	Q8VD63	Q8VD63	Testis-specific Y-encoded-like protein 4	Tspyl4	5787	sp|Q8VD63|TSYL4_MOUSE Testis-specific Y-encoded-like protein 4 OS=Mus musculus OX=10090 GN=Tspyl4 PE=1 SV=1
263690	335680	447210	385570	370680	430630	368630	346030	434110	381280	415440	380780	397070	380500	443100	405260	433370	304090	-1	20	20	20	16.4	16.4	16.4	152.6	0	82.025	24	Q8VD65	Q8VD65	Phosphoinositide 3-kinase regulatory subunit 4	Pik3r4	5788	sp|Q8VD65|PI3R4_MOUSE Phosphoinositide 3-kinase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Pik3r4 PE=1 SV=3
140260	196260	240770	211920	237000	273260	215730	199300	279270	174990	219720	256980	279750	212850	235680	155050	178620	171640	-1	6	6	6	19.9	19.9	19.9	38.86	0	21.888	6	Q8VD66	Q8VD66	Abhydrolase domain-containing protein 4	Abhd4	5789	sp|Q8VD66|ABHD4_MOUSE (Lyso)-N-acylphosphatidylethanolamine lipase OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1
47939	59611	86307	67774	66533	88400	79078	66761	85906	78828	71700	73697	81565	71259	88474	79780	95474	54887	-1	3	3	3	8.1	8.1	8.1	57.405	0	14.338	5	Q8VD72-2;Q8VD72	Q8VD72-2;Q8VD72	Tetratricopeptide repeat protein 8	Ttc8	5790	sp|Q8VD72-2|TTC8_MOUSE Isoform 2 of Tetratricopeptide repeat protein 8 OS=Mus musculus OX=10090 GN=Ttc8;sp|Q8VD72|TTC8_MOUSE Tetratricopeptide repeat protein 8 OS=Mus musculus OX=10090 GN=Ttc8 PE=1 SV=1
277430	335160	491120	399430	412460	474380	404820	350570	481080	382440	412510	427860	454100	396440	442750	309250	332740	308190	-1	25	23	23	31.3	29	29	115.2	0	220.68	27	Q8VD75	Q8VD75	Huntingtin-interacting protein 1	Hip1	5791	sp|Q8VD75|HIP1_MOUSE Huntingtin-interacting protein 1 OS=Mus musculus OX=10090 GN=Hip1 PE=1 SV=2
7530.7001953125	10729	12538	12141	10112	11047	9115.900390625	10914	12310	9728.2001953125	11623	10697	9818.400390625	10667	10474	10086	11958	7597.89990234375	-1	2	2	2	9.1	9.1	9.1	34.244	0.00028437	3.8357	3	Q8VD76	Q8VD76	General transcription factor IIH subunit 3	Gtf2h3	5792	sp|Q8VD76|TF2H3_MOUSE General transcription factor IIH subunit 3 OS=Mus musculus OX=10090 GN=Gtf2h3 PE=1 SV=1
153200	215380	292100	259450	218960	269140	266530	211840	265670	230720	233990	256860	248120	240570	258640	248900	283430	174820	-1	15	15	15	18.4	18.4	18.4	101.48	0	44.581	18	Q8VDC0	Q8VDC0	Probable leucine--tRNA ligase, mitochondrial	Lars2	5793	sp|Q8VDC0|SYLM_MOUSE Probable leucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Lars2 PE=1 SV=1
7779.39990234375	10377	11388	11105	9552.900390625	12111	18947	12640	12452	9332	6244.2998046875	10009	10310	10933	12861	12014	12852	9127.7001953125	-1	5	5	5	4	4	4	162.33	0	7.4041	5	Q8VDC1	Q8VDC1	FYVE and coiled-coil domain-containing protein 1	Fyco1	5794	sp|Q8VDC1|FYCO1_MOUSE FYVE and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fyco1 PE=1 SV=1
816370	993310	1323500	1226000	1247400	1627300	1341200	1113800	1554600	1096600	1284300	1329400	1306700	1222200	1514400	1167200	1225400	979830	-1	92	76	72	46	39	36.3	226.37	0	323.31	137	Q8VDD5;P13542;Q5SX39;P13541;Q5SX40	Q8VDD5	Myosin-9	Myh9	5795	sp|Q8VDD5|MYH9_MOUSE Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4
143740	206300	228160	195650	189180	222170	228660	190200	219950	189750	195830	185900	216140	214900	219170	204300	229060	145980	-1	6	6	6	19.4	19.4	19.4	51.658	0	35.41	6	Q8VDD8	Q8VDD8	WAS protein family homolog 1	Wash1	5796	sp|Q8VDD8|WASH1_MOUSE WASH complex subunit 1 OS=Mus musculus OX=10090 GN=Washc1 PE=1 SV=1
6527	8155.39990234375	8972.7001953125	9060.400390625	8539.599609375	9524.400390625	8940.900390625	10854	11105	9986.2998046875	9242.2001953125	7891.2001953125	7931.2001953125	9311.099609375	9173.5	7489.2001953125	11261	8455.900390625	-1	6	6	6	3.2	3.2	3.2	206.72	0	270.13	2	Q8VDD9	Q8VDD9	PH-interacting protein	Phip	5797	sp|Q8VDD9|PHIP_MOUSE PH-interacting protein OS=Mus musculus OX=10090 GN=Phip PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	3	3	3	42.778	0.00081158	2.7478	0	Q8VDF3	Q8VDF3	Death-associated protein kinase 2	Dapk2	5798	sp|Q8VDF3|DAPK2_MOUSE Death-associated protein kinase 2 OS=Mus musculus OX=10090 GN=Dapk2 PE=1 SV=1
49656	57935	78409	63179	68301	73208	73736	60032	84674	62485	67534	62959	69934	64911	78202	55865	59113	57145	-1	5	5	5	11.4	11.4	11.4	71.558	0	323.31	4	Q8VDG3	Q8VDG3	Poly(A)-specific ribonuclease PARN	Parn	5799	sp|Q8VDG3|PARN_MOUSE Poly(A)-specific ribonuclease PARN OS=Mus musculus OX=10090 GN=Parn PE=1 SV=1
23513	24079	28653	27657	24966	32401	47901	30398	26144	27213	22955	27647	29952	29220	29823	26769	25117	23204	-1	4	4	4	10.9	10.9	10.9	33.794	0	5.4193	5	Q8VDG5;Q8VDG5-2	Q8VDG5;Q8VDG5-2	Phosphopantothenate--cysteine ligase	Ppcs	5800	sp|Q8VDG5|PPCS_MOUSE Phosphopantothenate--cysteine ligase OS=Mus musculus OX=10090 GN=Ppcs PE=1 SV=1;sp|Q8VDG5-2|PPCS_MOUSE Isoform 2 of Phosphopantothenate--cysteine ligase OS=Mus musculus OX=10090 GN=Ppcs
29305	38673	49578	42423	40310	55185	39725	37493	50991	35154	46974	43305	45869	35217	48986	29073	30980	36090	-1	3	3	3	7.4	7.4	7.4	71.381	0	13.614	3	Q8VDH1-2;Q8VDH1	Q8VDH1-2;Q8VDH1	F-box only protein 21	Fbxo21	5801	sp|Q8VDH1-2|FBX21_MOUSE Isoform 2 of F-box only protein 21 OS=Mus musculus OX=10090 GN=Fbxo21;sp|Q8VDH1|FBX21_MOUSE F-box only protein 21 OS=Mus musculus OX=10090 GN=Fbxo21 PE=1 SV=1
5745.7998046875	6386.2001953125	7899.5	6510.10009765625	7628.2001953125	7834	4592.39990234375	5379.7998046875	8264	5614.10009765625	7419	6662	7682.5	5563.2001953125	7682.7001953125	4403.2998046875	3480.60009765625	4741.89990234375	-1	4	4	4	13.7	13.7	13.7	45.53	0	17.761	3	Q8VDI7	Q8VDI7	Ubiquitin-associated domain-containing protein 1	Ubac1	5802	sp|Q8VDI7|UBAC1_MOUSE Ubiquitin-associated domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ubac1 PE=1 SV=2
21478	28409	34347	31275	34676	39474	34481	33281	34015	27996	36081	35347	41049	34282	33594	27793	31252	25566	-1	3	3	3	7.2	7.2	7.2	69.56	0	12.265	6	Q8VDI9	Q8VDI9	Alpha-1,2-mannosyltransferase ALG9	Alg9	5803	sp|Q8VDI9|ALG9_MOUSE Alpha-1,2-mannosyltransferase ALG9 OS=Mus musculus OX=10090 GN=Alg9 PE=2 SV=1
1207700	1519000	2033400	1624200	1694900	2024800	1783300	1655300	2033700	1610900	1866000	1851900	1869900	1835800	1982900	1408100	1577800	1476900	-1	37	37	37	33	33	33	141.74	0	315.1	53	Q8VDJ3	Q8VDJ3	Vigilin	Hdlbp	5804	sp|Q8VDJ3|VIGLN_MOUSE Vigilin OS=Mus musculus OX=10090 GN=Hdlbp PE=1 SV=1
